temp
289.4
298.4
310.15
289.58
289.54
286.35
289.58
284.15
294.1
295.15
289.54
294.7
290.34
290.34
310.15
294.7
279.15
294.7
295
295.15
284.15
284.15
291.2
294.7
294.7
299.26
284.15
284.15
293.1
293.1
284.15
310.15
305.15
284.15
294.97
284.15
284.15
277.4
286.94
284.15
284.15
284.15
284.15
290
293.8
293.8
284.15
284.15
290.17
305.15
310.15
295.15
287.4
310.15
310.15
307.15
310.15
288.77
307.15
290.51
290.17
277.4
290.63
292.93
284.15
284.15
293.89
284.15
294.57
294.57
284.15
284.15
294.1
284.08
294.1
283.71
289.54
289.08
294.1
277.4
284.15
279.15
284.15
284.15
276.54
278.87
284.15
284.15
276.54
284.15
284.15
294.1
293.89
284.15
276.15
284.15
289.58
284.15
289.58
289.58
294.1
294.1
294.57
281.3
284.15
284.15
284.15
293.74
310.15
293.74
284.15
284.15
284.15
295.21
284.15
284.15
289.58
310.15
306.2
306.2
310.15
310.4
310.4
310.15
294.7
283.85
290.51
286.1
294.1
294.1
294.1
294.1
294.7
294.1
294.1
283.86
294.1
292.9
294.1
294.1
294.7
294.7
283.86
294.7
307.76
310.15
310.15
298.4
309.7
310.15
310.15
309.7
309.7
294.7
294.7
294.7
294.7
294.7
295.9
306.2
307.15
294.7
294.7
294.7
294.7
294.7
284.15
304.2
304.2
310.15
310.15
310.15
310.15
294.3
303.5
306.2
298
310.15
306.2
294.7
310.15
306.2
306.2
295.9
295.9
291.15
298
290.34
290.63
294.39
294.57
284.15
295.15
310.4
276.38
310.15
298
310.4
298
305.15
308.85
309.23
310.15
300.15
294.7
304.2
283.71
298.4
288.12
295.14
299.15
298.15
294.1
309.7
305.15
294.7
284.15
294.7
288.1
284.15
272.1
310.15
304.15
294.7
295.15
284.15
284.15
284.15
283.85
303.84
284.15
291.15
310.15
306.2
301.6
281.15
304.2
295.15
294.7
291.2
291.2
284.15
295.15
295.15
276.38
304.2
310.4
310.4
310.4
276.38
310.4
310.4
298
302.15
302.15
298
285.8
295.9
310.15
307.15
295.14
302.15
310.15
296.4
291.96
310.15
305.15
310.15
310.15
310.15
310.4
310.15
310.15
308.85
293.8
294.7
281.87
290
305.15
298.15
289.4
291.15
305.15
305.15
289.82
282.29
294.7
284.15
295.15
284.15
294.7
294.7
295.15
284.15
302.1
302.15
302.1
299.2
297.15
310.15
307.1
296.4
299.65
286.64
304.15
310.4
310.15
310.15
310.15
286.99
290.34
290.34
310.15
310.15
292.15
310.15
282.15
306.2
284.15
299.2
299.2
299.2
294.7
286.35
294.1
310.15
310.15
310.15
294.7
310.15
310.15
299.2
296.4
298.15
310.15
297.9
310.15
298
310.15
310.15
310.4
310.15
301.1
288.77
300.1
288.78
310.15
309.7
309.7
310.15
283.75
295.15
277.4
295.14
290.63
290
293.89
288.93
290.04
289.08
306.2
284.15
310.15
310.15
310.15
286.35
286.94
290
284.15
310.15
284.15
310.15
305.15
310.15
310.15
290
289.02
284.99
310.15
272.1
290.34
290.63
306.2
306.2
306.2
288.77
310.15
310.15
310.15
298
290.63
290.64
289.02
290.63
290.34
290.34
294.7
290
285.9
281.3
281.3
295.89
284.15
284.15
290.63
284.15
284.15
284.15
284.15
284.15
289.54
289.58
284.15
284.15
290.63
284.62
284.15
284.15
284.15
279.75
290
290.38
289.54
284.15
287.79
287.4
276.54
276.54
289.54
279.15
279.15
284.15
291.15
284.15
284.15
284.15
284.62
284.15
284.15
289.58
290.34
299.2
299.2
294.7
294.7
294.7
294.7
310.15
304.15
295.15
283.85
283.86
294.7
284.15
294.7
283.85
284.15
295.14
302.7
294.7
310.15
310.15
306.2
306.01
293.89
288.78
294.57
284.15
296.4
310.15
299.15
306.2
310.15
306.2
306.2
292.93
284.15
310.15
304.2
284.15
291.15
306.2
290.62
310.15
294.7
304.2
306.2
299.65
310.15
310.15
296.4
310.15
304.2
288.92
296.4
296.4
304.2
287.01
304.2
296.4
296.4
290.51
290.34
310.15
304.15
296.4
287.4
296.4
296.4
294.7
283.85
294.1
283.85
301.15
283.86
283.85
283.85
283.86
292.91
296.4
294.7
297.35
294.1
306.2
287.3
310.15
310.15
310.15
310.15
305.15
305.15
291.9
289.7
289.4
294.57
283.86
294.1
294.1
294.1
283.85
296.7
310.4
284.15
284.15
283.9
283.9
283.9
306.01
294.1
283.85
283.86
283.85
290.73
293.8
300.15
300.15
310.15
294.1
297
297
294.1
283.85
299.26
305.15
305.15
298.8
301.5
294.7
294.7
294.1
293.97
279.15
298.3
283.85
310.4
310.4
296.15
294.7
283.85
285.8
281.3
294.1
297.35
297.35
297.35
306.2
296.4
304.2
296.4
300.15
299.26
304.2
285.38
285.37
285.38
289.58
289.54
294.1
289.58
289.54
310.15
294.1
306.56
289.35
283.86
307.74
306.56
294.1
300.3
300.3
294.1
289.54
292.9
292.91
294.7
289.4
289.4
292.21
296.4
296.4
276.8
294.1
310.15
284.15
295.21
295.14
294.86
283.91
302.15
292.59
297
305.15
310.15
310.15
310.15
295.59
299.2
298.3
294.1
294.1
291.15
297
294.7
283.86
283.85
305.15
305.15
302.15
295.9
294.1
283.75
283.85
289.58
285.8
285.8
310.15
284.15
295.15
294.1
294.1
299.15
299.15
283.85
285.47
310.15
310.15
310.15
302.4
284.15
284.15
305.15
305.15
305.15
289.58
289.54
289.58
295.14
284.15
292.21
293.1
285.37
285.38
285.38
310.15
310.15
283.86
283.85
302.15
302.15
294.7
294.7
288.93
285.8
281.8
288.93
283.85
285.8
289.6
296.4
295.6
310.15
310.15
309.7
283.84
294.7
294.1
295.15
295.14
289.4
294.1
297.35
289.58
295.15
295.15
295.15
295.15
295.15
295.15
295.15
291.15
286.71
286.1
286.1
286.72
285.17
285.27
285.27
281.79
277.4
289.58
281.79
287.52
287.78
285.38
287.4
289.25
276.54
278.87
278.89
278.89
278.87
306.2
304.15
305.15
294.7
284.15
294.7
276.54
289.26
295.15
294.97
294.7
278.8
289.58
285.8
289.54
290.63
289.58
285.8
294.7
294.97
278.8
287.78
298
290.34
290.63
290.59
310.15
310.15
290
290.73
290.58
298.15
299.2
299.2
304.15
306.2
306.2
298.15
296.4
310.4
304.2
286.43
294.7
295
294.7
281.77
291.84
310.4
301.75
310.4
304.2
295.9
284.15
310.15
284.15
289.58
284.15
284.15
295.14
284.15
285.8
286.36
286.5
310.15
288.93
294.7
294.7
290.81
286.04
290.51
310.15
309.7
288.78
306.2
306.2
288.78
298
301.6
304.15
298.15
291.15
298
287.12
295.15
297.35
294.7
297.35
284.15
285.8
294.7
294.7
294.7
294.1
305.15
310.15
294.7
283.75
310.15
294.7
298.8
286.43
289.4
289.4
310.15
307.74
308.5
310.15
310.15
288.78
306.2
306.2
306.2
310.15
310.15
310.15
290.81
290.81
290.51
290.38
284.15
283.75
284.15
285.8
284.15
290.34
291.7
284.15
295.14
310.15
306.2
288.93
291.87
282.07
289.58
288.93
288.93
284.15
289.54
278.8
276.54
279.15
284.15
279.15
289.54
283.5
284.15
310.15
284.15
269.3
284.15
279.15
295.14
284.15
281.3
285.8
293.8
285.8
284.15
294.7
294.7
284.15
308.5
295.15
310.15
290.34
289.02
288.77
306.2
